Timestamp,Person,X,Y,Width,Height,Emotion
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:54,P4,fear,88.1931,53,173,63,63
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:55,P4,neutral,53.5231,87,184,59,59
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:55,P4,fear,81.9697,89,184,59,59
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:56,P4,sad,50.8294,0,0,639,479
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:56,P4,neutral,75.1282,195,178,63,63
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:57,P4,fear,82.0344,195,174,67,67
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:57,P4,sad,48.1715,195,171,65,65
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:57,P4,neutral,54.0254,196,169,61,61
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:57,P4,sad,69.9324,196,167,61,61
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:57,P4,fear,94.0141,0,0,639,479
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:58,P4,neutral,62.3424,221,111,74,74
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:58,P4,sad,75.042,216,101,78,78
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:59,P4,fear,32.564,198,126,84,84
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:59,P4,happy,97.0612,197,138,88,88
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:59,P4,neutral,92.4646,199,144,87,87
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:59,P4,sad,51.2089,200,146,86,86
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:59,P4,neutral,55.0545,201,137,87,87
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:14:59,P4,sad,45.6979,205,130,88,88
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:00,P4,angry,28.3607,215,141,97,97
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:01,P4,sad,34.4945,216,138,94,94
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:01,P4,happy,87.9431,0,0,639,479
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:01,P4,neutral,43.0999,223,153,80,80
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:01,P4,sad,65.5497,223,160,76,76
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:01,P4,fear,59.0356,217,160,81,81
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:01,P4,neutral,51.7781,216,162,81,81
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:02,P4,happy,71.8956,228,135,90,90
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:02,P4,fear,58.3934,229,128,89,89
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:02,P4,neutral,35.3391,231,138,88,88
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:02,P4,fear,85.9599,227,143,93,93
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:03,P4,neutral,65.6171,228,144,89,89
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:03,P4,sad,58.6055,229,137,86,86
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:03,P4,happy,99.9973,0,0,639,479
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:05,P4,fear,95.5061,128,112,89,89
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:06,P4,sad,74.6514,0,0,639,479
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:07,P4,fear,90.2356,80,115,69,69
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:09,P4,happy,99.207,0,0,639,479
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:09,P4,sad,60.5097,210,153,76,76
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:09,P4,fear,90.4579,204,156,74,74
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:09,P4,sad,97.2697,0,0,639,479
8a705599-64cc-41d7-84e9-651fdd62e90c,2026-08-15T05:15:09,P4,neutral,81.1332,0,0,639,479
